"","ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","DATE_NAISSANCE","CF_AGREE","POLE_ESPOIR","exp_avant_16","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_16","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_16","NB_CLUB_AVANT_16","TOP_50_AVANT_16","TOP_50_150_AVANT_16","top_restant_AVANT_16","exp_avant_17","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_17","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_17","NB_CLUB_AVANT_17","TOP_50_AVANT_17","TOP_50_150_AVANT_17","top_restant_AVANT_17","exp_avant_18","IN_NO_F2K","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_18","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_18","NB_CLUB_AVANT_18","TOP_50_AVANT_18","TOP_50_150_AVANT_18","top_restant_AVANT_18","exp_avant_19","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_19","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_19","NB_CLUB_AVANT_19","TOP_50_AVANT_19","TOP_50_150_AVANT_19","top_restant_AVANT_19","exp_avant_20","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","exp_avant_21","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_21","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_21","NB_CLUB_AVANT_21","TOP_50_AVANT_21","TOP_50_150_AVANT_21","top_restant_AVANT_21","exp","NB_BUT_PAR_MIN_JOUE_PAR_SAISON","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON","NB_CLUB","TOP_50","TOP_50_150","top_restant","NB_PALMARES_AVANT_16","NB_PALMARES_AVANT_17","NB_PALMARES_AVANT_18","NB_PALMARES_AVANT_19","NB_PALMARES_AVANT_20","NB_PALMARES_AVANT_21","NB_PALMARES","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION"
"173",752,"Gardien de But",5,"France","2006-05-19T00:00:00.000Z","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0,17.05,1,"1","0","0",0,0,13.71,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.71,1,"1","0","0",0,0,13.71,1,"1","0","0",0,0,13.71,1,"1","0","0",0,0,13.71,1,"1","0","0",0,0,13.71,1,"1","0","0",0,0,0,0,0,0,0,1,0,1,-1,-1,-1,NA,1,80,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",756,"Defenseur",2,"France","2006-02-27T00:00:00.000Z","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,6e-05,10.89,3,"0","0","1",0,5e-05,9.18,3,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,9.18,3,"0","0","1",0,5e-05,9.18,3,"0","0","1",0,5e-05,9.18,3,"0","0","1",0,5e-05,9.18,3,"0","0","1",0,5e-05,9.18,3,"0","0","1",0,0,0,0,0,0,0,1,1,1,-1,-1,-1,NA,9,609,7,NA,13,940,10,NA,5,271,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",757,"Attaquant",1,"France","1999-01-15T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,68.03,1,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00083,33.6,1,"0","0","1",0,0.00054,21.6,1,"0","0","1",0,0.00044,17.45,2,"0","0","1",0,0.00038,14.18,2,"0","0","1",0,0.00021,9.01,3,"0","0","1",1,1,1,1,1,1,1,1,0,0,0,0,0,3,14,687,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",758,"Defenseur",5,"France","2003-05-21T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,20,2,"0","1","0",0,0,16.29,2,"0","1","0",0,2546726407,15.98,15.6,16.34,15.6,16.7,16.7,16.34,15.6,15.6,14.74,0,12.46,2,"0","1","0",0,0,10.02,4,"1","1","0",1,0,8.55,5,"1","1","0",1,0,8.55,5,"1","1","0",1,0,8.55,5,"1","1","0",0,0,0,0,0,0,0,1,1,0,1,1,0,NA,8,516,6,NA,6,404,4,NA,NA,NA,NA,NA,15,989,10,NA,8,503,6,NA,NA,NA,NA
"177",766,"Attaquant",4,"France","2003-04-17T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0.00019,19.32,1,"0","1","0",0,2e-04,15.57,1,"0","1","0",0,2545463182,15.34,15.34,NA,15.34,16.89,16.89,NA,NA,NA,15.34,5e-04,12.78,1,"0","1","0",0,0.00056,10.83,2,"0","1","1",0,0.00048,9.23,4,"1","1","1",0,0.00048,9.23,4,"1","1","1",0,0.00048,9.23,4,"1","1","1",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,3,200,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",769,"Defenseur",2,"France","2000-02-08T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CLAIREFONTAINE",0,0.00055,73.16,1,"0","0","1",0,0.00052,39.57,2,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00023,26.26,2,"0","0","1",0,0.00015,18.04,3,"0","0","1",1,0.00012,14.43,4,"0","0","1",1,9e-05,12.44,5,"0","0","1",1,6e-05,9.74,5,"0","0","1",1,1,1,1,1,1,1,1,1,1,0,0,0,NA,11,805,8,NA,4,321,3,NA,3,195,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",774,"Defenseur",4,"Cap-Vert","2001-04-01T00:00:00.000Z","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM REIMS",0,0,43.88,1,"0","0","1",0,0,28.97,1,"0","0","1",0,2544516211,18.02,18.02,18.02,18.02,19.01,19.01,NA,NA,NA,NA,8e-05,21.05,1,"0","0","1",0,9e-05,16.2,2,"0","0","1",0,1e-04,12.05,3,"0","1","1",0,0.00011,8.7,3,"0","1","1",0,9e-05,8.08,3,"0","1","1",0,0,0,0,0,0,0,1,1,0,0,0,0,NA,9,470,5,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",775,"Milieu",2,"France","2002-02-25T00:00:00.000Z","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,0,18.53,2,"0","1","0",0,0.00012,14.67,2,"0","1","0",0,2544845015,11.51,13.32,14.23,13.32,13.93,13.93,14.23,13.32,13.32,11.51,9e-05,11.44,2,"0","1","0",1,0.00015,8.72,2,"0","1","0",1,0.00014,6.43,2,"0","1","0",1,0.00019,5.54,2,"0","1","0",1,0.00019,5.54,2,"0","1","0",0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,400,5,1,6,270,2
"181",786,"Gardien de But",5,"France","1994-05-18T00:00:00.000Z","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,90,1,"0","1","0",1,0,7.07,5,"1","1","1",0,0,0,0,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,1,50,NA,NA,1,90,1,NA,1,76,NA,NA,5,406,5,NA,3,187,3
"182",791,"Attaquant",12,"France","2002-12-16T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0.0012,21.13,1,"1","0","0",0,8e-04,16.9,2,"1","0","0",0,2548594803,13.69,12.94,12.84,12.94,12.94,12.94,12.84,12.17,12.17,13.69,0.00061,13.34,2,"1","0","0",1,0.00053,10.99,3,"1","1","0",1,0.00043,9.11,3,"1","1","0",1,0.00037,7.56,4,"1","1","0",1,0.00037,7.56,4,"1","1","0",1,1,1,1,1,1,1,1,1,0,0,0,0,NA,4,198,2,NA,4,146,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",793,"Defenseur",1,"France","2001-01-04T00:00:00.000Z","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,45.68,1,"0","0","1",0,5e-05,29.59,1,"0","0","1",0,2544989661,16.81,17.74,18.2,17.74,17.97,17.97,18.2,17.74,17.74,16.81,3e-05,21.36,1,"0","0","1",0,2e-05,17.13,1,"0","0","1",0,2e-05,13.8,3,"0","0","1",0,1e-05,11.99,4,"0","1","1",0,1e-05,10.34,4,"0","1","1",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,2,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",794,"Defenseur",5,"France","2002-05-06T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0.00013,25.4,2,"1","0","1",0,1e-04,18.98,3,"1","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,15.38,4,"1","0","1",0,7e-05,9.46,4,"1","0","1",0,5e-05,7.47,5,"1","0","1",0,3e-05,7.17,5,"1","0","1",0,3e-05,7.17,5,"1","0","1",0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,28,NA
"185",795,"Milieu",4,"France","2005-04-17T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",0,8e-05,15.52,3,"0","1","1",0,1e-04,12.29,4,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,10.09,4,"0","1","1",0,1e-04,10.09,4,"0","1","1",0,1e-04,10.09,4,"0","1","1",0,1e-04,10.09,4,"0","1","1",0,1e-04,10.09,4,"0","1","1",0,0,0,0,0,0,0,0,0,1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,266,3,NA,11,564,5,NA,NA,NA,NA,NA,NA,NA,NA
"186",800,"Defenseur",12,"Guinée","1996-12-19T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00308,56.52,2,"1","0","0",0,0.0012,36.46,2,"1","0","0",0,0.00074,17.75,2,"1","0","0",1,1e-04,8.05,3,"1","0","0",0,0,0,0,0,0,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,920,10,NA,6,540,6,1,9,810,9
"187",801,"Defenseur",6,"France","2003-06-13T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM CLAIREFONTAINE",0,7e-05,20.31,2,"1","1","0",0,9e-05,16.34,2,"1","1","0",0,2546123889,18.06,18.06,18.06,18.06,17.04,17.04,NA,NA,NA,NA,9e-05,16.34,2,"1","1","0",0,9e-05,16.34,2,"1","1","0",0,9e-05,16.34,2,"1","1","0",0,9e-05,16.34,2,"1","1","0",1,9e-05,16.34,2,"1","1","0",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,4,244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",810,"Attaquant",8,"France","2006-08-08T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0.00038,15.76,2,"0","1","0",0,0.00034,11.6,2,"0","1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00034,11.6,2,"0","1","0",0,0.00034,11.6,2,"0","1","0",0,0.00034,11.6,2,"0","1","0",0,0.00034,11.6,2,"0","1","0",0,0.00034,11.6,2,"0","1","0",0,0,0,0,0,0,0,1,1,1,-1,-1,-1,NA,10,463,6,2,15,822,9,3,12,915,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",812,"Attaquant",8,"France","1995-08-12T00:00:00.000Z","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00467,53.5,1,"0","0","1",1,0.00087,3.63,4,"0","1","1",0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,12,NA
"190",815,"Gardien de But",2,"France","2003-02-07T00:00:00.000Z","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,19.76,4,"1","0","1",0,0,12.88,4,"1","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.08,4,"1","0","1",0,0,9.09,4,"1","0","1",0,0,7.98,4,"1","0","1",0,0,7.98,4,"1","0","1",0,0,7.98,4,"1","0","1",0,0,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,NA,NA,0,NA
"191",816,"Gardien de But",1,"France","2001-01-12T00:00:00.000Z","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,38.44,1,"0","0","0",0,0,24.02,1,"0","0","0",0,2544545354,18.7,18.7,18.7,18.7,18.7,18.7,NA,18.7,NA,NA,0,18.01,1,"0","0","0",0,0,14.22,1,"0","0","0",0,0,14.22,1,"0","0","0",0,0,14.22,1,"0","0","0",1,0,14.22,1,"0","0","0",0,0,0,0,0,0,0,1,1,1,0,0,0,NA,1,49,NA,NA,9,810,9,NA,4,314,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",818,"Milieu",11,"Algérie","1996-11-11T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,82.33,1,"0","0","1",0,0,32.83,1,"0","0","1",1,0.00043,12.83,2,"1","0","1",1,0.00028,5.04,6,"1","1","1",0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,142,1,NA,NA,NA,NA
"193",821,"Gardien de But",4,"Cameroun","2003-04-12T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,17.77,1,"1","0","0",0,0,12.99,1,"1","0","0",0,9602251288,17.52,17.52,NA,17.52,17.52,17.52,NA,17.52,17.52,17.52,0,10.87,1,"1","0","0",0,0,8.73,1,"1","0","0",0,0,7.55,1,"1","0","0",0,0,7.55,1,"1","0","0",0,0,7.55,1,"1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",824,"Gardien de But",2,"France","2004-02-20T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,18.16,4,"1","0","0",0,0,14.08,4,"1","0","0",0,2545793081,NA,10.98,10.98,10.98,12.3,12.3,10.98,12.3,12.3,NA,0,11.96,4,"1","0","0",0,0,10.34,5,"1","0","1",0,0,10.34,5,"1","0","1",0,0,10.34,5,"1","0","1",0,0,10.34,5,"1","0","1",0,0,0,0,0,0,0,0,0,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,3,270,3,NA,3,270,3,NA,NA,NA,NA
"195",828,"Defenseur",4,"France","1999-04-24T00:00:00.000Z","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,NA,0,1,"0","0","1",0,0.00023,35.55,3,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,22.75,3,"0","0","1",0,8e-05,17.52,4,"0","0","1",0,5e-05,14.64,4,"0","0","1",0,5e-05,11.28,5,"1","0","1",0,8e-05,7.42,6,"1","0","1",0,1,1,2,2,2,2,1,1,1,1,0,0,NA,7,392,3,NA,2,180,2,NA,4,302,3,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA
"196",830,"Defenseur",4,"France","1996-04-13T00:00:00.000Z","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,99.86,1,"0","1","0",0,0,31.16,2,"0","1","0",0,6e-05,10.14,7,"0","1","1",0,1,1,1,1,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",833,"Attaquant",3,"France","2003-03-27T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0.00207,27.83,1,"0","0","1",0,0.00137,18.05,1,"0","0","1",0,2545823443,NA,13.33,13.33,13.33,10,10,13.33,13.33,13.33,NA,0.00083,13.24,1,"0","0","1",0,0.00066,9.95,1,"0","0","1",0,0.00047,7.98,1,"0","0","1",0,0.00047,7.98,1,"0","0","1",0,0.00047,7.98,1,"0","0","1",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,5,232,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",835,"Milieu",4,"France","1983-04-07T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0.00578,10.18,1,"0","1","0",1,0.00026,3.35,4,"1","1","1",0,0,0,0,0,0,8,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,927,11
"199",836,"Defenseur",3,"France","2000-03-20T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM CLAIREFONTAINE",0,0,87.55,1,"0","0","1",0,0,42.71,1,"0","0","1",0,2544204834,18.28,16.16,16.16,16.16,18.28,18.28,14.04,14.04,14.04,NA,0,27.52,1,"0","0","1",0,0,27.52,1,"0","0","1",0,0,19.83,2,"0","0","1",0,0,19.83,2,"0","0","1",1,0,19.83,2,"0","0","1",0,0,0,0,0,0,0,1,0,0,1,0,0,NA,4,220,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA
"200",847,"Defenseur",4,"France","2002-04-11T00:00:00.000Z","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,6e-05,30.51,1,"0","0","1",0,4e-05,20.96,1,"0","0","1",0,2545062726,14.34,12.92,12.31,12.92,12.92,12.92,11.28,12.64,12.64,13.54,3e-05,16.88,1,"0","0","1",0,2e-05,12.36,1,"0","0","1",0,2e-05,9.99,1,"0","0","1",0,2e-05,8.44,2,"0","0","1",0,2e-05,8.44,2,"0","0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",853,"Defenseur",7,"France","2006-07-07T00:00:00.000Z","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0.00046,13.81,2,"1","0","0",0,0.00042,11.69,2,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00042,11.69,2,"1","0","0",0,0.00042,11.69,2,"1","0","0",0,0.00042,11.69,2,"1","0","0",0,0.00042,11.69,2,"1","0","0",0,0.00042,11.69,2,"1","0","0",0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,321,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",855,"Defenseur",9,"France","2005-09-23T00:00:00.000Z","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,1e-04,17,2,"1","1","0",0,1e-04,13.77,2,"1","1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,11.67,2,"1","1","0",0,9e-05,11.67,2,"1","1","0",0,9e-05,11.67,2,"1","1","0",0,9e-05,11.67,2,"1","1","0",0,9e-05,11.67,2,"1","1","0",0,0,0,0,0,0,0,0,0,1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,492,5,NA,7,602,7,NA,NA,NA,NA,NA,NA,NA,NA
"203",857,"Attaquant",8,"France","2001-08-16T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0.00264,32.44,1,"1","0","0",1,0.00169,19.72,3,"1","1","0",1,2544469822,17.81,18.42,17.38,18.42,18.42,18.42,17.38,18.62,18.62,19.05,0.00169,19.72,3,"1","1","0",1,0.00122,10.76,3,"1","1","0",1,0.00094,7.22,4,"1","1","0",1,0.00094,7.22,4,"1","1","0",1,0.00094,7.22,4,"1","1","0",1,1,1,1,1,1,1,1,1,1,1,0,0,6,6,359,4,2,8,378,4,2,7,373,4,NA,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",859,"Attaquant",7,"France","1995-07-15T00:00:00.000Z","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,38,1,"0","1","0",1,0.00031,4.58,4,"1","1","0",0,1,1,1,2,2,3,1,1,1,1,1,1,NA,1,50,1,NA,12,761,6,1,6,421,5,NA,6,379,5,NA,2,111,1,NA,8,279,4
"205",860,"Defenseur",3,"France","2004-03-23T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,1e-04,16.06,3,"0","1","1",0,1e-04,13.43,3,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,11.3,3,"0","1","1",0,7e-05,9.8,3,"0","1","1",0,7e-05,9.8,3,"0","1","1",0,7e-05,9.8,3,"0","1","1",0,7e-05,9.8,3,"0","1","1",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,188,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",861,"Gardien de But",2,"France","2000-02-02T00:00:00.000Z","aucun","aucun",0,0,34.09,1,"0","0","1",0,0,18.28,1,"0","0","1",0,2543881082,NA,8.96,8.96,8.96,NA,NA,8.96,8.96,8.96,NA,0,15.26,1,"0","0","1",0,0,12.4,2,"0","1","1",0,0,9.41,2,"0","1","1",1,0,7.89,3,"0","1","1",1,0,6.14,4,"1","1","1",0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA
"207",864,"Attaquant",3,"France","1994-03-23T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,2e-04,8.55,6,"0","0","1",0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,111,1,NA,NA,NA,NA,NA,5,162,1,NA,NA,NA,NA
"208",875,"Milieu",10,"France","2005-10-28T00:00:00.000Z","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0.00056,17.72,2,"0","0","1",0,0.00059,12.88,2,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00059,12.88,2,"0","0","1",0,0.00059,12.88,2,"0","0","1",0,0.00059,12.88,2,"0","0","1",0,0.00059,12.88,2,"0","0","1",0,0.00059,12.88,2,"0","0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,106,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
